NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_get_related,RES_TIME_add_item_to_cart,RES_TIME_get_catalogue3,RES_TIME_get_card,RES_TIME_get_catalogue2,RES_TIME_get_orders,RES_TIME_get_address,RES_TIME_login,RES_TIME_get_customer,RES_TIME_get_tags,RES_TIME_get_cart,RES_TIME_get_item,RES_TIME_get_catalogue1,CPU_get_related,CPU_add_item_to_cart,CPU_get_catalogue3,CPU_get_card,CPU_get_catalogue2,CPU_get_orders,CPU_get_address,CPU_login,CPU_get_customer,CPU_get_tags,CPU_get_cart,CPU_get_item,CPU_get_catalogue1,MEM_get_related,MEM_add_item_to_cart,MEM_get_catalogue3,MEM_get_card,MEM_get_catalogue2,MEM_get_orders,MEM_get_address,MEM_login,MEM_get_customer,MEM_get_tags,MEM_get_cart,MEM_get_item,MEM_get_catalogue1
1,1,0,0,10,45.05920239682367,0.0,3.499941458984289,0.0,46.64841624611147,0.0,0.0,0.0,44.63326439720537,44.43422048327611,46.14445161475532,46.72028893466751,3.327897688711241,2.1777777777777776,6.733333333333333,2.1777777777777776,1.0,2.1777777777777776,2.0,1.0,1.0,1.0,2.1777777777777776,6.733333333333333,2.1777777777777776,2.1777777777777776,6.0,337.27777777777777,6.0,6.0,6.0,359.0,6.0,6.0,6.0,6.0,337.27777777777777,6.0,6.0
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,52.1333474586337,0.0,49.7485986841885,45.97373806022813,0.0,47.38096568677489,45.32152013528784,3.470717605243162,1.6944444444444444,9.0,1.6944444444444444,1.6944444444444444,1.6944444444444444,11.122222222222222,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,9.0,1.6944444444444444,1.6944444444444444,6.0,367.69444444444446,6.0,6.0,6.0,355.3833333333333,6.0,6.0,6.0,6.0,367.69444444444446,6.0,6.0
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,47.14129414179609,0.0,49.33198092538675,45.83936510433846,0.0,46.69996816172178,45.25314228354926,3.4334839627588924,1.6777777777777778,7.788888888888889,1.6777777777777778,1.6777777777777778,1.6777777777777778,5.016666666666667,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,7.788888888888889,1.6777777777777778,1.6777777777777778,6.0,370.73333333333335,6.0,7.0,6.0,352.3833333333333,7.0,7.0,7.0,6.0,370.73333333333335,6.0,6.0
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,47.13240435071995,0.0,50.228554074645,45.647050774400974,0.0,47.02348558356859,45.079320285682,3.3830483059264496,1.6055555555555556,5.961111111111111,1.6055555555555556,1.6055555555555556,1.6055555555555556,4.144444444444445,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,5.961111111111111,1.6055555555555556,1.6055555555555556,6.0,369.31111111111113,6.0,7.0,6.0,352.68888888888887,7.0,7.0,7.0,6.0,369.31111111111113,6.0,6.0
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,47.06101396269373,0.0,50.51780460445428,45.89761536560367,0.0,46.74009277117314,45.07503854483051,3.354460914151651,1.4555555555555555,8.422222222222222,1.4555555555555555,1.7666666666666666,1.4555555555555555,6.605555555555555,1.7666666666666666,1.7666666666666666,1.7666666666666666,1.4555555555555555,8.422222222222222,1.4555555555555555,1.4555555555555555,6.0,368.4555555555556,6.0,6.0,6.0,352.15,6.0,6.0,6.0,6.0,368.4555555555556,6.0,6.0
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,46.79840758210537,0.0,49.25159650746768,45.70901460447746,0.0,46.82584501242401,45.02930677608674,3.462884436573146,1.5333333333333334,7.022222222222222,1.5333333333333334,1.5333333333333334,1.5333333333333334,4.222222222222222,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,7.022222222222222,1.5333333333333334,1.5333333333333334,6.0,369.0,6.0,6.222222222222222,6.0,353.0,6.222222222222222,6.222222222222222,6.222222222222222,6.0,369.0,6.0,6.0
1,0,1,0,5,0.0,0.0,0.0,0.0,0.0,49.330356371208175,0.0,52.56420855302181,48.38516209925548,0.0,48.768870967081895,48.45026117556755,4.813357492433955,1.6,10.688888888888888,1.6,1.6,1.6,5.888888888888889,1.6,1.6,1.6,1.6,10.688888888888888,1.6,1.6,6.0,358.2944444444444,6.0,7.0,6.0,361.0,7.0,7.0,7.0,6.0,358.2944444444444,6.0,6.0
1,0,1,0,5,0.0,0.0,0.0,0.0,0.0,50.5993240992232,0.0,53.20760434351333,48.38796913740058,0.0,49.0216424300146,48.5213697328243,4.895593114493916,1.805555555555556,7.45,1.805555555555556,2.105555555555556,1.805555555555556,5.616666666666666,2.105555555555556,2.105555555555556,2.105555555555556,1.805555555555556,7.45,1.805555555555556,1.805555555555556,6.0,355.7,6.0,7.0,6.0,360.49444444444447,7.0,7.0,7.0,6.0,355.7,6.0,6.0
1,0,1,0,5,0.0,0.0,0.0,0.0,0.0,50.81452525189694,0.0,54.16097527477663,48.41853623664079,0.0,48.26442746565608,48.45284113741421,4.831645999995075,1.6222222222222222,9.083333333333334,1.6222222222222222,1.6222222222222222,1.6222222222222222,8.433333333333334,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,9.083333333333334,1.6222222222222222,1.6222222222222222,6.0,355.3222222222222,6.0,6.016666666666667,6.0,357.6388888888889,6.016666666666667,6.016666666666667,6.016666666666667,6.0,355.3222222222222,6.0,6.0
1,0,1,0,5,0.0,0.0,0.0,0.0,0.0,50.43033033589798,0.0,52.8881050992288,48.46358507631716,0.0,48.973525672612006,48.25081632825389,4.871743844107719,1.7166666666666666,7.877777777777778,1.7166666666666666,1.7166666666666666,1.7166666666666666,5.866666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,7.877777777777778,1.7166666666666666,1.7166666666666666,6.0,355.7,6.0,7.0,6.0,359.8277777777778,7.0,7.0,7.0,6.0,355.7,6.0,6.0
1,0,1,0,10,0.0,0.0,0.0,0.0,0.0,51.50766858615067,0.0,49.857086969591606,45.97204722589034,0.0,46.85248103992661,45.30232684968846,3.528637977739747,1.5,9.922222222222222,1.5,1.5,1.5,12.411111111111111,1.5,1.5,1.5,1.5,9.922222222222222,1.5,1.5,6.0,339.18888888888887,6.0,6.0,6.0,357.68888888888887,6.0,6.0,6.0,6.0,339.18888888888887,6.0,6.0
1,0,1,0,10,0.0,0.0,0.0,0.0,0.0,47.08896403680052,0.0,49.00425431284265,45.1646443358023,0.0,46.38968210455102,44.84419060485271,3.435445436425924,1.4833333333333334,7.344444444444444,1.4833333333333334,1.4833333333333334,1.4833333333333334,4.783333333333333,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,7.344444444444444,1.4833333333333334,1.4833333333333334,6.0,341.51666666666665,6.0,6.0,6.0,358.1777777777778,6.0,6.0,6.0,6.0,341.51666666666665,6.0,6.0
1,0,1,0,10,0.0,0.0,0.0,0.0,0.0,47.11679762704758,0.0,49.63099978334894,45.41243299297378,0.0,46.86695501192812,44.74653428411303,3.3807533587035445,1.7222222222222223,7.283333333333333,1.7222222222222223,1.7222222222222223,1.7222222222222223,4.272222222222222,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,7.283333333333333,1.7222222222222223,1.7222222222222223,6.0,340.8277777777778,6.0,6.0,6.0,357.3833333333333,6.0,6.0,6.0,6.0,340.8277777777778,6.0,6.0
1,0,1,0,10,0.0,0.0,0.0,0.0,0.0,47.14044396987718,0.0,49.30633564159073,45.46929908952843,0.0,46.3303842215694,44.82531010466688,3.372309179389076,1.5722222222222222,6.933333333333334,1.5722222222222222,1.5722222222222222,1.5722222222222222,6.133333333333334,1.5722222222222222,1.5722222222222222,1.5722222222222222,1.5722222222222222,6.933333333333334,1.5722222222222222,1.5722222222222222,6.0,339.1166666666667,6.0,6.0,6.0,357.7333333333333,6.0,6.0,6.0,6.0,339.1166666666667,6.0,6.0
1,0,1,0,10,0.0,0.0,0.0,0.0,0.0,46.99890576131423,0.0,48.74902804468588,45.52288102221705,0.0,46.54828336058936,44.76542578359202,3.438717832027782,1.6444444444444444,7.711111111111111,1.6444444444444444,1.6444444444444444,1.6444444444444444,4.272222222222222,1.6444444444444444,1.6444444444444444,1.6444444444444444,1.6444444444444444,7.711111111111111,1.6444444444444444,1.6444444444444444,6.0,339.3388888888889,6.0,6.0,6.0,357.3388888888889,6.0,6.0,6.0,6.0,339.3388888888889,6.0,6.0
1,0,0,1,1,45.59439956573155,15.109268355421303,3.6057400920741967,45.96633271060119,46.90342182907683,47.90065780920677,45.56974072377335,49.87017763651002,45.54916919213084,44.69108492094165,47.5066270130875,45.27700687625072,3.512743107498582,2.5,19.788888888888888,2.5,2.188888888888889,2.5,4.977777777777778,2.188888888888889,2.188888888888889,2.188888888888889,2.5,19.788888888888888,2.5,2.5,6.0,372.0,6.0,7.0,6.0,352.7,7.0,7.0,7.0,6.0,372.0,6.0,6.0
1,0,0,1,1,45.75229859081257,7.3351625583849716,3.7430073506430896,45.93343749351712,46.78523042859123,47.68527205843301,45.15080264933534,49.23317923382822,45.51231791684385,44.58492481828287,46.53188224532022,45.33011284153648,3.5757265715104736,2.466666666666667,6.888888888888889,2.466666666666667,2.161111111111111,2.466666666666667,3.7,2.161111111111111,2.161111111111111,2.161111111111111,2.466666666666667,6.888888888888889,2.466666666666667,2.466666666666667,7.0,373.53333333333336,7.0,7.0,7.0,355.1166666666667,7.0,7.0,7.0,7.0,373.53333333333336,7.0,7.0
1,0,0,1,1,45.611891999992864,11.552326118410411,3.7580240130102847,45.952724868416944,46.977762610261486,48.03335203941491,45.10612538148818,49.60957727272724,45.52106661001896,44.53569580512628,47.14653895501443,45.30902086875945,3.523482944628314,2.3222222222222224,7.9222222222222225,2.3222222222222224,2.3222222222222224,2.3222222222222224,4.022222222222222,2.3222222222222224,2.3222222222222224,2.3222222222222224,2.3222222222222224,7.9222222222222225,2.3222222222222224,2.3222222222222224,6.661111111111111,374.3833333333333,6.661111111111111,7.0,6.661111111111111,354.0444444444444,7.0,7.0,7.0,6.661111111111111,374.3833333333333,6.661111111111111,6.661111111111111
1,0,0,1,1,45.46281121565104,7.690908974010116,3.702301116875304,45.83155072369711,46.974259688346585,47.89968480268296,45.62854926323206,48.84490816868209,45.70893361879557,44.94562323381686,46.93638905662656,45.44928481676958,3.514047967427528,2.338888888888889,9.0,2.338888888888889,2.338888888888889,2.338888888888889,4.477777777777778,2.338888888888889,2.338888888888889,2.338888888888889,2.338888888888889,9.0,2.338888888888889,2.338888888888889,6.0,373.30555555555554,6.0,7.0,6.0,353.0,7.0,7.0,7.0,6.0,373.30555555555554,6.0,6.0
1,0,0,1,1,44.95728348700306,7.29648851958771,3.5638525582785348,46.11213081835712,46.637207701265154,47.81837832471464,45.14064879216463,48.89235764943356,45.83673713254525,44.80705811674144,46.54112150503042,45.45605196626521,3.50522148380753,2.4944444444444445,6.416666666666667,2.4944444444444445,2.188888888888889,2.4944444444444445,4.405555555555556,2.188888888888889,2.188888888888889,2.188888888888889,2.4944444444444445,6.416666666666667,2.4944444444444445,2.4944444444444445,6.0,375.0,6.0,7.0,6.0,353.27777777777777,7.0,7.0,7.0,6.0,375.0,6.0,6.0
1,0,0,1,5,48.50743720946927,10.33451491888922,4.822114866704699,48.49532616210765,46.63734669332674,49.11444974323491,48.20251310807303,53.649163266648735,48.465955937833336,47.46277182668564,48.455558630799885,47.452814778380095,4.880098725769976,3.761111111111111,10.055555555555555,3.761111111111111,2.9944444444444445,3.761111111111111,5.233333333333333,2.9944444444444445,2.9944444444444445,2.9944444444444445,3.761111111111111,10.055555555555555,3.761111111111111,3.761111111111111,7.0,360.5388888888889,7.0,7.0,7.0,364.0,7.0,7.0,7.0,7.0,360.5388888888889,7.0,7.0
1,0,0,1,5,48.50938002700664,10.462921905363563,4.835050108180734,48.75824924316918,46.37650368926729,49.51258059462496,48.60211564872205,52.83808562166627,48.40765292974047,47.33048337837661,49.00005470270597,47.576721518925225,4.974149432443384,3.688888888888889,11.766666666666667,3.688888888888889,3.0166666666666666,3.688888888888889,4.688888888888889,3.0166666666666666,3.0166666666666666,3.0166666666666666,3.688888888888889,11.766666666666667,3.688888888888889,3.688888888888889,7.0,360.0888888888889,7.0,7.0,7.0,363.6722222222222,7.0,7.0,7.0,7.0,360.0888888888889,7.0,7.0
1,0,0,1,5,48.55071057434272,15.861825554074548,5.022362418937544,48.507172391903104,46.0855127027227,49.527240797260674,48.48604740537495,52.43144736490452,48.417112913478846,47.006301500005065,48.99791878679517,47.583264913521056,4.916635398625953,3.838888888888889,12.8,3.838888888888889,3.055555555555556,3.838888888888889,5.083333333333333,3.055555555555556,3.055555555555556,3.055555555555556,3.838888888888889,12.8,3.838888888888889,3.838888888888889,6.0,359.4,6.0,7.0,6.0,362.1833333333333,7.0,7.0,7.0,6.0,359.4,6.0,6.0
1,0,0,1,5,48.24902846977794,10.574452391935935,4.783278226702048,48.29058689189903,46.621924146723664,48.74705558784847,48.854540783837805,55.88724158670326,48.33871017202792,46.91502586661954,47.95434500745387,47.42922142854805,4.91992427426744,3.611111111111111,8.338888888888889,3.611111111111111,3.033333333333333,3.611111111111111,5.033333333333333,3.033333333333333,3.033333333333333,3.033333333333333,3.611111111111111,8.338888888888889,3.611111111111111,3.611111111111111,6.5777777777777775,360.27222222222224,6.5777777777777775,7.0,6.5777777777777775,363.0,7.0,7.0,7.0,6.5777777777777775,360.27222222222224,6.5777777777777775,6.5777777777777775
1,0,0,1,10,45.153546611848135,14.890768855318465,3.556827466682434,46.02878280332477,46.740068130304,47.78209024344075,45.109931474144105,50.546518558343,45.45115075857724,44.48975411670089,47.38073439833432,45.50743771251291,3.4853421340386324,2.4277777777777776,18.711111111111112,2.4277777777777776,2.4277777777777776,2.4277777777777776,4.861111111111111,2.4277777777777776,2.4277777777777776,2.4277777777777776,2.4277777777777776,18.711111111111112,2.4277777777777776,2.4277777777777776,6.0,342.7333333333333,6.0,6.0,6.0,359.0,6.0,6.0,6.0,6.0,342.7333333333333,6.0,6.0
1,0,0,1,10,45.48074572019025,7.257917895346166,3.5867311558217514,45.79828157072264,46.89252068717244,47.65494688309717,44.97711970123112,49.11568937611512,45.41984651692804,44.62172854491419,46.38785499442973,45.170390399856274,3.427099166035444,2.3944444444444444,6.5777777777777775,2.3944444444444444,2.3944444444444444,2.3944444444444444,4.172222222222223,2.3944444444444444,2.3944444444444444,2.3944444444444444,2.3944444444444444,6.5777777777777775,2.3944444444444444,2.3944444444444444,6.0,345.0888888888889,6.0,7.0,6.0,362.23333333333335,7.0,7.0,7.0,6.0,345.0888888888889,6.0,6.0
1,0,0,1,10,45.08476757133371,7.561811429105227,3.4890265068698483,45.69021290846248,46.40886989647414,47.77890760457225,44.875471362868296,48.9364269224688,45.40988682355738,44.23166092204735,46.452416089314845,45.23738522287428,3.4751058507003134,2.555555555555556,7.133333333333334,2.555555555555556,2.25,2.555555555555556,4.177777777777778,2.25,2.25,2.25,2.555555555555556,7.133333333333334,2.555555555555556,2.555555555555556,6.0,343.77777777777777,6.0,7.0,6.0,361.77777777777777,7.0,7.0,7.0,6.0,343.77777777777777,6.0,6.0
1,0,0,1,10,45.477664753168746,7.633984648107019,3.599080728259627,46.05164503876737,46.86462223267503,48.03300592146498,44.98148523365577,48.57189985738263,45.3835597423146,44.41510338953079,47.031365883186886,45.33881143034554,3.4774416722561377,2.2666666666666666,8.044444444444444,2.2666666666666666,2.25,2.2666666666666666,4.822222222222222,2.25,2.25,2.25,2.2666666666666666,8.044444444444444,2.2666666666666666,2.2666666666666666,6.0,343.01666666666665,6.0,6.322222222222222,6.0,359.3222222222222,6.322222222222222,6.322222222222222,6.322222222222222,6.0,343.01666666666665,6.0,6.0
1,0,0,1,10,45.13319222664373,7.329054545518918,3.551184376830223,45.47120854481541,46.748430883344085,47.89628959113472,45.03562033793272,48.62745781825982,45.426204121692784,44.6414551945243,46.55302171745743,45.27780145244951,3.457707801966795,2.411111111111111,6.533333333333333,2.411111111111111,2.411111111111111,2.411111111111111,3.988888888888889,2.411111111111111,2.411111111111111,2.411111111111111,2.411111111111111,6.533333333333333,2.411111111111111,2.411111111111111,6.0,343.9111111111111,6.0,7.0,6.0,360.0888888888889,7.0,7.0,7.0,6.0,343.9111111111111,6.0,6.0
4,1,0,0,1,45.38943554848692,0.0,3.461057438040526,0.0,46.68040515425373,47.1293860151436,0.0,49.39035090225153,45.08605878671256,44.82212708540382,46.1608552708099,46.21731393953885,3.1996067227975886,4.933333333333334,12.3,4.933333333333334,2.811111111111111,4.933333333333334,3.188888888888889,2.811111111111111,2.811111111111111,2.811111111111111,4.933333333333334,12.3,4.933333333333334,4.933333333333334,7.0,375.4333333333333,7.0,7.0,7.0,356.0,7.0,7.0,7.0,7.0,375.4333333333333,7.0,7.0
4,1,0,0,1,45.001869865006405,0.0,3.450408099148969,0.0,46.705738195634176,46.98312369931189,0.0,48.85830172942153,45.24458937251992,44.82014948481959,45.67999789032164,46.33424065527027,3.1510933255679947,5.166666666666667,8.25,5.166666666666667,2.7777777777777777,5.166666666666667,2.977777777777778,2.7777777777777777,2.7777777777777777,2.7777777777777777,5.166666666666667,8.25,5.166666666666667,5.166666666666667,7.0,373.0,7.0,7.0,7.0,357.0,7.0,7.0,7.0,7.0,373.0,7.0,7.0
4,1,0,0,1,45.36106314956661,0.0,3.6021776032454405,0.0,46.61788581549793,47.27424158334709,0.0,48.95986159842571,45.43650816079298,44.77717091456415,45.835009335136526,46.23740774745003,3.1784880010391143,4.716666666666667,8.5,4.716666666666667,2.55,4.716666666666667,3.4444444444444446,2.55,2.55,2.55,4.716666666666667,8.5,4.716666666666667,4.716666666666667,7.0,373.6166666666667,7.0,7.0,7.0,357.0,7.0,7.0,7.0,7.0,373.6166666666667,7.0,7.0
4,1,0,0,1,45.45022840222082,0.0,3.477112650096177,0.0,46.522976077114144,47.50325522721169,0.0,48.94866040905816,45.22215365381746,45.009196504140185,45.85975864792035,45.99991861622116,3.167769370308545,5.055555555555555,9.011111111111113,5.055555555555555,3.0277777777777777,5.055555555555555,5.438888888888889,3.0277777777777777,3.0277777777777777,3.0277777777777777,5.055555555555555,9.011111111111113,5.055555555555555,5.055555555555555,7.0,374.27777777777777,7.0,7.0,7.0,356.26666666666665,7.0,7.0,7.0,7.0,374.27777777777777,7.0,7.0
4,1,0,0,1,45.3085061855337,0.0,3.618395250648938,0.0,46.47802125616504,47.23516018054937,0.0,48.96203155639294,45.268133817994055,44.70104075759688,45.960750931320895,46.27413261739355,3.2940838941576365,4.566666666666666,9.383333333333333,4.566666666666666,2.3,4.566666666666666,3.655555555555555,2.3,2.3,2.3,4.566666666666666,9.383333333333333,4.566666666666666,4.566666666666666,7.0,373.31666666666666,7.0,7.0,7.0,357.0,7.0,7.0,7.0,7.0,373.31666666666666,7.0,7.0
4,1,0,0,5,48.28151159947455,0.0,5.161996966381805,0.0,47.28297413166933,48.73382314398248,0.0,53.619076863648814,48.34172709687628,47.28855119047752,48.30499584979472,47.37412376075396,5.0907512678835465,7.438888888888889,12.266666666666667,7.438888888888889,3.922222222222222,7.438888888888889,4.65,3.922222222222222,3.922222222222222,3.922222222222222,7.438888888888889,12.266666666666667,7.438888888888889,7.438888888888889,7.0,360.0,7.0,7.0,7.0,365.1111111111111,7.0,7.0,7.0,7.0,360.0,7.0,7.0
4,1,0,0,10,45.16640048767998,0.0,3.635905716233417,0.0,46.35609133313692,47.14519312701261,0.0,50.86363974640253,45.41617262146202,45.23156611041997,47.32803131600845,46.25715675457844,3.338906344670359,4.394444444444445,20.15,4.394444444444445,2.2333333333333334,4.394444444444445,3.2333333333333334,2.2333333333333334,2.2333333333333334,2.2333333333333334,4.394444444444445,20.15,4.394444444444445,4.394444444444445,6.0,355.85,6.0,7.0,6.0,363.0,7.0,7.0,7.0,6.0,355.85,6.0,6.0
